
, , , Operating Profit, , , 67317, 67317, 67317, 67317, , , , , , , , , 67317, , , , 
, , , Interest Exp (Inc), , , 10174, 10174, 10174, 10174, , , , , , , , , 10174, , , , 
, , , Income Taxes, , , 17143, 17143, 17143, 17143, , , , , , , , , 17143, , , , 
, , , Net Profit, , , 40000, 40000, 40000, 40000, , , , , , , , , 40000, , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, Selected, , Assets -------, Cash On Hand, , 6074, 6074, 6074, 6074, , , , , , , , , 6074, , , , 
,   Balance, , , Current Assets, , 97778, 97778, 97778, 97778, , , , , , , , , 97778, , , , 
,   Sheet, , , Fixed Assets, , 244710, 244710, 244710, 244710, , , , , , , , , 244710, , , , 
,   Data, , , Total Assets, , 342488, 342488, 342488, 342488, , , , , , , , , 342488, , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , Liabilities ------, Current Liabilities, , 35288, 35288, 35288, 35288, , , , , , , , , 35288, , , , 
, , , , Long-Term Loans, , 97200, 97200, 97200, 97200, , , , , , , , , 97200, , , , 
, , , , Total Liabilities, , 132488, 132488, 132488, 132488, , , , , , , , , 132488, , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , Equity ------, Beginning Equity, , 190000, 190000, 190000, 190000, , , , , , , , , 190000, , , , 
, , , , Stock Sale (Purch), , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , , , 
, , , , Earnings Retained, , 20000, 20000, 20000, 20000, , , , , , , , , 20000, , , , 
, , , , Ending Equity, , 210000, 210000, 210000, 210000, , , , , , , , , 210000, , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, Selected, , Gross Profit Margin, , , 0.473, 0.473, 0.473, 0.473, , , , , , , , , 0.473, , , , 
,   Financial, , Oper Profit Margin, , , 0.156, 0.156, 0.156, 0.156, , , , , , , , , 0.156, , , , 
,   Statistics, , Net Profit margin, , , 0.092, 0.092, 0.092, 0.092, , , , , , , , , 0.092, , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , Dividend Per Share, , , 1, 1, 1, 1, , , , , , , , , 1, , , , 
, , , Total Div Payment, , , 20000, 20000, 20000, 20000, , , , , , , , , 20000, , , , 
, , , Div Payout %, , , 0.5, 0.5, 0.5, 0.5, , , , , , , , , 0.5, , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , Int Coverage Ratio, , , 6.62, 6.62, 6.62, 6.62, , , , , , , , , 6.62, , , , 
, , , Debt to Assets Ratio, , , 0.39, 0.39, 0.39, 0.39, , , , , , , , , 0.39, , , , 
, , , Default Risk Ratio, , , 2.24, 2.24, 2.24, 2.24, , , , , , , , , 2.24, , , , 
, , , Risk of Default, , , 2, 2, 2, 2, , , , , , , , , 2, , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , Current Ratio, , , 2.77, 2.77, 2.77, 2.77, , , , , , , , , 2.77, , , , 
, , , Days of Inventory, , , 11, 11, 11, 11, , , , , , , , , 11, , , , 
, , , Shares Outstanding, , , 20000, 20000, 20000, 20000, , , , , , , , , 20000, , , , 
, , , Cumulative Shares of Stock, , , 20000, 20000, 20000, 20000, , , , , , , , , 20000, , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , Industry, , , 
, , , , , , 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Low, Average, High, , 
, , , , , , , , , , , , , , , , , , , , , , 
PAGE 6, North America, , % of New Production Equipment, , , , , , 1, , , , , , , , , 1, 1, 1, , 
,   Facilities, , , , , , , , , , , , , , , , , , , , , 
,   Benchmarks, , Labor --------, Total Compensation, , , , , 41657, , , , , , , , , 41657, 41657, 41657, , 
, , , , Worker Productivity, , , , , 5000, , , , , , , , , 5000, 5000, 5000, , 
, , , , Labor Cost Per Pair, , , , , 8.62, , , , , , , , , 8.62, 8.62, 8.62, , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , Superviorys Comp, , , , , 60000, , , , , , , , , 60000, 60000, 60000, , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , Branded -----, Superior Materials %, , , , , 0.32, , , , , , , , , 0.32, 0.32, 0.32, , 
, , ,   Prod, TQM ---------, Current, , , , 1, , , , , , , , , 1, 1, 1, , 
, , , , , Cumulative, , , , 4463, , , , , , , , , 4463, 4463, 4463, , 
, , , , $ Per Pair Produced, , , , , 23.98, , , , , , , , , 23.98, 23.98, 23.98, , 
, , , , Reject Rate, , , , , 0.07, , , , , , , , , 0.07, 0.07, 0.07, , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , Cost Per S/Q Star, , , , , , 6, , , , , , , , , 5.99, 5.99, 5.99, , 
, , , , , , , , , , , , , , , , , , , , , , 
, , Show LAH Data (0=none, 1=avg, 2=all), , , , , , , , , , , , , , , , 2, , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, Europe-Africa, , % of New Production Equipment, , , , , , 0, , , , , , , , , 0, 0, 0, , 
,   Facilities, , , , , , , , , , , , , , , , , , , , , 
,   Benchmarks, , Labor --------, Total Compensation, , , , , 0, , , , , , , , , 0, 0, 0, , 
, , , , Worker Productivity, , , , , 0, , , , , , , , , 0, 0, 0, , 
, , , , Labor Cost Per Pair, , , , , 0, , , , , , , , , 0, 0, 0, , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , Superviorys Comp, , , , , 0, , , , , , , , , 0, 0, 0, , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , Branded -----, Superior Materials %, , , , , 0, , , , , , , , , 0, 0, 0, , 
, , ,   Prod, TQM ---------, Current, , , , 0, , , , , , , , , 0, 0, 0, , 
, , , , , Cumulative, , , , 0, , , , , , , , , 0, 0, 0, , 
, , , , $ Per Pair Produced, , , , , 0, , , , , , , , , 0, 0, 0, , 
, , , , Reject Rate, , , , , 0, , , , , , , , , 0, 0, 0, , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , Cost Per S/Q Star, , , , , , 0, , , , , , , , , 0, 0, 0, , 
, , , , , , , , , , , , , , , , , , , , , , 
, , Show LAH Data (0=none, 1=avg, 2=all), , , , , , , , , , , , , , , , 0, , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, Asia-Pacific, , % of New Production Equipment, , , , , , 0, , , , , , , , , 0, 0, 0, , 
,   Facilities, , , , , , , , , , , , , , , , , , , , , 
,   Benchmarks, , Labor --------, Total Compensation, , , , , 15109, , , , , , , , , 15109, 15109, 15109, , 
, , , , Worker Productivity, , , , , 3500, , , , , , , , , 3500, 3500, 3500, , 
, , , , Labor Cost Per Pair, , , , , 4.51, , , , , , , , , 4.51, 4.51, 4.51, , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , Superviorys Comp, , , , , 25000, , , , , , , , , 25000, 25000, 25000, , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , Branded -----, Superior Materials %, , , , , 0.54, , , , , , , , , 0.54, 0.54, 0.54, , 
, , ,   Prod, TQM ---------, Current, , , , 0.9, , , , , , , , , 0.9, 0.9, 0.9, , 
, , , , , Cumulative, , , , 4224, , , , , , , , , 4224, 4224, 4224, , 
, , , , $ Per Pair Produced, , , , , 21.15, , , , , , , , , 21.15, 21.15, 21.15, , 
, , , , Reject Rate, , , , , 0.1, , , , , , , , , 0.1, 0.1, 0.1, , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , Cost Per S/Q Star, , , , , , 5.29, , , , , , , , , 5.29, 5.29, 5.29, , 
, , , , , , , , , , , , , , , , , , , , , , 
, , Show LAH Data (0=none, 1=avg, 2=all), , , , , , , , , , , , , , , , 2, , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, Latin America, , % of New Production Equipment, , , , , , 0, , , , , , , , , 0, 0, 0, , 
,   Facilities, , , , , , , , , , , , , , , , , , , , , 
,   Benchmarks, , Labor --------, Total Compensation, , , , , 0, , , , , , , , , 0, 0, 0, , 
, , , , Worker Productivity, , , , , 0, , , , , , , , , 0, 0, 0, , 
, , , , Labor Cost Per Pair, , , , , 0, , , , , , , , , 0, 0, 0, , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , Superviorys Comp, , , , , 0, , , , , , , , , 0, 0, 0, , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , Branded -----, Superior Materials %, , , , , 0, , , , , , , , , 0, 0, 0, , 
, , ,   Prod, TQM ---------, Current, , , , 0, , , , , , , , , 0, 0, 0, , 
, , , , , Cumulative, , , , 0, , , , , , , , , 0, 0, 0, , 
, , , , $ Per Pair Produced, , , , , 0, , , , , , , , , 0, 0, 0, , 
, , , , Reject Rate, , , , , 0, , , , , , , , , 0, 0, 0, , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , Cost Per S/Q Star, , , , , , 0, , , , , , , , , 0, 0, 0, , 
, , , , , , , , , , , , , , , , , , , , , , 
, , Show LAH Data (0=none, 1=avg, 2=all), , , , , , , , , , , , , , , , 0, , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , Industry, , , 
, Branded Operating Benchmarks, , , , , , , , 4, , , , , , , , , Low, Average, High, , 
, , , , , , , , , , , , , , , , , , , , , , 
PAGE 7, North America, , Cost Per Pair Sold, , , , , , 24.98, , , , , , , , , 24.98, 24.98, 24.98, , 
, , , Dist & Whse Costs / Pair Avail, , , , , , 6.12, , , , , , , , , 6.12, 6.12, 6.12, , 
, , , Internet ------, Warehouse Exp, , , , , 12.93, , , , , , , , , 12.93, 12.93, 12.93, , 
, , , , Marketing Expenses, , , , , 21.68, , , , , , , , , 21.68, 21.68, 21.68, , 
, , , , Operating Profit, , , , , 17.88, , , , , , , , , 17.88, 17.88, 17.88, , 
, , , , Operating Profit Margin, , , , , 0.225, , , , , , , , , 0.225, 0.225, 0.225, , 
, , , Whsle ---------, Warehouse Exp, , , , , 3.93, , , , , , , , , 3.93, 3.93, 3.93, , 
, , , , Marketing Expenses, , , , , 8.26, , , , , , , , , 8.26, 8.26, 8.26, , 
, , , , Operating Profit, , , , , 8.8, , , , , , , , , 8.8, 8.8, 8.8, , 
, , , , Operating Profit Margin, , , , , 0.183, , , , , , , , , 0.183, 0.183, 0.183, , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, Europe-Africa, , Cost Per Pair Sold, , , , , , 30.98, , , , , , , , , 30.98, 30.98, 30.98, , 
, , , Dist & Whse Costs / Pair Avail, , , , , , 13.27, , , , , , , , , 13.27, 13.27, 13.27, , 
, , , Internet ------, Warehouse Exp, , , , , 13, , , , , , , , , 13, 13, 13, , 
, , , , Marketing Expenses, , , , , 23.33, , , , , , , , , 23.33, 23.33, 23.33, , 
, , , , Operating Profit, , , , , 15.15, , , , , , , , , 15.15, 15.15, 15.15, , 
, , , , Operating Profit Margin, , , , , 0.179, , , , , , , , , 0.179, 0.179, 0.179, , 
, , , Whsle ---------, Warehouse Exp, , , , , 4.09, , , , , , , , , 4.09, 4.09, 4.09, , 
, , , , Marketing Expenses, , , , , 8.85, , , , , , , , , 8.85, 8.85, 8.85, , 
, , , , Operating Profit, , , , , 7.04, , , , , , , , , 7.04, 7.04, 7.04, , 
, , , , Operating Profit Margin, , , , , 0.133, , , , , , , , , 0.133, 0.133, 0.133, , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, Asia-Pacific, , Cost Per Pair Sold, , , , , , 22.16, , , , , , , , , 22.16, 22.16, 22.16, , 
, , , Dist & Whse Costs / Pair Avail, , , , , , 6.59, , , , , , , , , 6.59, 6.59, 6.59, , 
, , , Internet ------, Warehouse Exp, , , , , 13.17, , , , , , , , , 13.17, 13.17, 13.17, , 
, , , , Marketing Expenses, , , , , 28.22, , , , , , , , , 28.22, 28.22, 28.22, , 
, , , , Operating Profit, , , , , 13.92, , , , , , , , , 13.92, 13.92, 13.92, , 
, , , , Operating Profit Margin, , , , , 0.175, , , , , , , , , 0.175, 0.175, 0.175, , 
, , , Whsle ---------, Warehouse Exp, , , , , 4.45, , , , , , , , , 4.45, 4.45, 4.45, , 
, , , , Marketing Expenses, , , , , 8.84, , , , , , , , , 8.84, 8.84, 8.84, , 
, , , , Operating Profit, , , , , 10.51, , , , , , , , , 10.51, 10.51, 10.51, , 
, , , , Operating Profit Margin, , , , , 0.219, , , , , , , , , 0.219, 0.219, 0.219, , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, Latin America, , Cost Per Pair Sold, , , , , , 33.16, , , , , , , , , 33.16, 33.16, 33.16, , 
, , , Dist & Whse Costs / Pair Avail, , , , , , 17.59, , , , , , , , , 17.59, 17.59, 17.59, , 
, , , Internet ------, Warehouse Exp, , , , , 13.17, , , , , , , , , 13.17, 13.17, 13.17, , 
, , , , Marketing Expenses, , , , , 27.89, , , , , , , , , 27.89, 27.89, 27.89, , 
, , , , Operating Profit, , , , , 8.25, , , , , , , , , 8.25, 8.25, 8.25, , 
, , , , Operating Profit Margin, , , , , 0.098, , , , , , , , , 0.098, 0.098, 0.098, , 
, , , Whsle ---------, Warehouse Exp, , , , , 4.45, , , , , , , , , 4.45, 4.45, 4.45, , 
, , , , Marketing Expenses, , , , , 8.51, , , , , , , , , 8.51, 8.51, 8.51, , 
, , , , Operating Profit, , , , , 4.84, , , , , , , , , 4.84, 4.84, 4.84, , 
, , , , Operating Profit Margin, , , , , 0.091, , , , , , , , , 0.091, 0.091, 0.091, , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, Private-Label Operating Benchmarks, , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, North America, , Cost Per Pair Sold, , , , , , 27.93, , , , , , , , , 27.93, 27.93, 27.93, , 
, , , Warehouse Exp, , , , , , 1, , , , , , , , , 1, 1, 1, , 
, , , Margin Over Direct, , , , , , 3.07, , , , , , , , , 3.07, 3.07, 3.07, , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, Europe-Africa, , Cost Per Pair Sold, , , , , , 34.93, , , , , , , , , 34.93, 34.93, 34.93, , 
, , , Warehouse Exp, , , , , , 1, , , , , , , , , 1, 1, 1, , 
, , , Margin Over Direct, , , , , , 1.07, , , , , , , , , 1.07, 1.07, 1.07, , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, Asia-Pacific, , Cost Per Pair Sold, , , , , , 24.14, , , , , , , , , 24.14, 24.14, 24.14, , 
, , , Warehouse Exp, , , , , , 1, , , , , , , , , 1, 1, 1, , 
, , , Margin Over Direct, , , , , , 6.86, , , , , , , , , 6.86, 6.86, 6.86, , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, Latin America, , Cost Per Pair Sold, , , , , , 35.14, , , , , , , , , 35.14, 35.14, 35.14, , 
, , , Warehouse Exp, , , , , , 1, , , , , , , , , 1, 1, 1, , 
, , , Margin Over Direct, , , , , , 0.86, , , , , , , , , 0.86, 0.86, 0.86, , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , Celebrity, Holder, Most Recent Contract Offers, , , , , , , , , , , , , , 
, , , , , , Name, Co#, # Offers, High, Co#, 2nd, Co#, 3rd, Co#, , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
PAGE 8, Celebrity, , Status and ------------------, , Celeb 1, Judy Judge, 0, 0, 0, 0, 0, 0, 0, 0, , , , , , , , 
,   Data, ,   Offers, , Celeb 2, Kimmie Jimmel, 0, 0, 0, 0, 0, 0, 0, 0, , , , , , , , 
, , , , , Celeb 3, Bud Birkenstock, 0, 0, 0, 0, 0, 0, 0, 0, , , , , , , , 
, , , , , Celeb 4, Jose Montana, 0, 0, 0, 0, 0, 0, 0, 0, , , , , , , , 
, , , , , Celeb 5, Samuelle Jackson, 0, 0, 0, 0, 0, 0, 0, 0, , , , , , , , 
, , , , , Celeb 6, Bronko Mars, 0, 0, 0, 0, 0, 0, 0, 0, , , , , , , , 
, , , , , Celeb 7, Steff Caraway, 0, 0, 0, 0, 0, 0, 0, 0, , , , , , , , 
, , , , , Celeb 8, Jay XYZ, 0, 0, 0, 0, 0, 0, 0, 0, , , , , , , , 
, , , , , Celeb 9, Nunchuck Norris, 0, 0, 0, 0, 0, 0, 0, 0, , , , , , , , 
, , , , , Celeb 10, Roger Federation, 0, 0, 0, 0, 0, 0, 0, 0, , , , , , , , 
, , , , , Celeb 11, Nick Shavan, 0, 0, 0, 0, 0, 0, 0, 0, , , , , , , , 
, , , , , Celeb 12, Anderson Blooper, 0, 0, 0, 0, 0, 0, 0, 0, , , , , , , , 
, , , , , Celeb 13, Mic Jagermeister, 0, 0, 0, 0, 0, 0, 0, 0, , , , , , , , 
, , , , , Celeb 14, Jim Hardball, 0, 0, 0, 0, 0, 0, 0, 0, , , , , , , , 
, , , , , Celeb 15, LaBron Game, 0, 0, 0, 0, 0, 0, 0, 0, , , , , , , , 
, , , , , Celeb 16, Flint Westwood, 0, 0, 0, 0, 0, 0, 0, 0, , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , A, B, C, D, E, F, G, H, I, J, K, L, , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , Appeal Index --------------, , N.A., 0, 0, 0, 0, , , , , , , , , 0, , , , 
, , ,   Totals, , E-A, 0, 0, 0, 0, , , , , , , , , 0, , , , 
, , , , , A-P, 0, 0, 0, 0, , , , , , , , , 0, , , , 
, , , , , L.A., 0, 0, 0, 0, , , , , , , , , 0, , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, Pricing and, , N.A.----------, Internet Price Avg., , 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , , , , , 
, S/Q Trends, , , Wholesale Price Avg., , 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , , , , , 
, , , , S/Q Rating Average, , 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , E-A ----------, Internet Price Avg., , 72, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , , , , , 
, , , , Wholesale Price Avg., , 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , , , , , 
, , , , S/Q Rating Average, , 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , A-P ----------, Internet Price Avg., , 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , , , , , 
, , , , Wholesale Price Avg., , 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , , , , , 
, , , , S/Q Rating Average, , 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , L.A.----------, Internet Price Avg., , 72, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , , , , , 
, , , , Wholesale Price Avg., , 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , , , , , 
, , , , S/Q Rating Average, , 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , , , , , 
